"id","titulo","texto","data","url"
55,"santos - par. 18","Santos foi elevada à categoria de cidade em 26 de janeiro de 1839 quando a Assembleia Provincial (que hoje equivale a Assembleia Legislativa Estadual) resolveu aprovar uma Lei que elevou a Vila de Santos à condição de Cidade, assinada por Venâncio José Lisboa, presidente da Assembleia. Logo, comemora-se a cada dia 26 de janeiro o aniversário da cidade - não apenas o de sua elevação à categoria de Cidade, mas também o da sua fundação por Brás Cubas.[27][28][29] Abaixo segue transcrita a lei de elevação. Era curiosa a metodologia da escrita na forma de fazer e sancionar as leis na época: existia um cabeçalho realmente grande, além do fato de a Lei ser específica (e não como ocorre atualmente, com nuances):","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
56,"santos - par. 19","Artigo único - Fica elevada à categoria de Cidade de Santos, a Villa do mesmo nome, pátria do conselheiro José Bonifácio de Andrada e Silva, revogadas para isso as disposições em contrário (Nota: Já existia o hábito de escrever ""Revoga-se ."", pois é mais fácil do que pesquisar o intrincado arquivo legislativo adotado até essa época). Mando, portanto a todas as autoridades a quem o conhecimento e execução da referida lei pertencer, que a cumpram e façam cumprir tão inteiramente como nella se contém. O Secretário desta Província a faça imprimir, publicar e correr. Dada no Palácio do Governo de São Paulo, aos 26 dias do mês de janeiro de 1.839. (a) Venâncio José Lisboa"".","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
57,"santos - par. 20","A economia do café no Brasil representou um impulso sem precedentes de crescimento para Santos. A inauguração da ferrovia São Paulo Railway ligando Santos às lavouras cafeeiras de Jundiaí em 1867 foi uma fonte de progresso inestimável, principalmente para o porto. A cidade aumentou sua população sobremaneira, ocupando toda a área entre o porto e o Monte Serrat, e as áreas conhecidas como Paquetá e Macuco. A cidade também fervilhava de ideias: foi um dos centros do movimento abolicionista, com a figura de Quintino de Lacerda e seu famoso quilombo no bairro do Jabaquara. O Teatro Guarany, primeiro grande teatro da cidade e palco de manifestações pela abolição, foi inaugurado em 1888.[27][28][29]","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
58,"santos - par. 21","Com a abolição da escravatura e a vinda de mão de obra italiana para substituir o trabalho dos negros, na agricultura, Santos se caracterizou como a porta de entrada do Brasil para os esperançosos imigrantes italianos e japoneses. Muitos acabaram se fixando na própria cidade em vez de seguirem o destino até então traçado para eles.[27][28][29] O aumento populacional também acarretou problemas: uma grande epidemia de febre amarela em 1889 dizimou setecentas pessoas. Santos sofria constantemente com as doenças, com os alagamentos. A falta de saneamento básico era um problema, as doenças e os cortiços também. O Porto de Santos era temido, considerado o ""porto da morte"". Para sanar tais problemas, duas obras foram fundamentais: o Porto Organizado, inaugurado em 1892 pelos empresários Cândido Gaffrée e Eduardo Guinle, e o Saneamento de Santos, que é o responsável pelo fim definitivo das doenças e pela salubridade de Santos. A genialidade do projeto do engenheiro Saturnino de Brito teve o triplo mérito de drenar as planícies alagadas com os canais de drenagem - hoje marcos da paisagem urbana santista - de preservar a memória histórica do Centro e de ordenar a ocupação urbana da Ilha de São Vicente com um plano de ruas.[27][28][29]","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
59,"santos - par. 22","Santos se tornou definitivamente uma cidade turística a partir dos anos 1910, com a construção dos hotéis Internacional e Parque Balneário e com a construção dos jardins da orla de Santos a partir de 1935. Até hoje, o turismo em Santos é uma das atividades econômicas principais, ligado principalmente às praias e ao patrimônio histórico.[27][28][29] Durante a ditadura militar brasileira, Santos teve a sua autonomia política suspensa: por abrigar o maior porto do Brasil, a cidade foi designada área de segurança nacional pelo governo, perdendo, assim, o direito de eleger prefeito. O prefeito eleito democraticamente Esmeraldo Tarquínio, foi cassado em 1968, o que representou um duro golpe para a cidade.[27][28][29]","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
60,"santos - par. 23","No início dos anos 1980, com o enfraquecimento do regime, pressões políticas pela volta da autonomia cresceram. Finalmente, em 1983, Santos recuperou sua autonomia.[27][28][29] A cidade elegeu de maneira democrática o primeiro prefeito em vinte anos, que era ao mesmo tempo um dos principais nomes do movimento pela autonomia: Oswaldo Justo (ligado ao PMDB).[27][28][29] Em 1989, a cidade foi palco de um marco na história da luta antimanicomial e da reforma psiquiátrica no Brasil quando no dia 3 de maio a então prefeita Telma de Souza decretou a intervenção da Casa de Saúde Anchieta, manicômio conhecido popularmente como ""Casa dos Horrores"" onde os internos eram submetidos a diversas violações de direitos humanos.[33] Em um ato inédito no país, foram criados cinco Núcleos de Atenção Psicossocial para atender os pacientes egressos do Anchieta, desativado definitivamente em 1996.[34]","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
61,"santos - par. 24","Durante a década de 1990, como resultado de um processo vindo já da década de 1980, Santos enfrentou uma crise no turismo devido à piora na balneabilidade das suas praias. A cidade passou a recuperar-se a partir do início da década de 1990, em um trabalho de reversão da imagem negativa adquirida ao longo da década de 1970.[27][28][29] O comércio cresceu na cidade, e surgiram casas noturnas, agências de recepção turística, hotéis e flats. Em 1991, a Bienal de Artes Plásticas de Santos, interrompida por dezoito anos, voltou a ser realizada, no intuito de recuperar a identidade cultural do município. A partir de 1993, a prefeitura passou a investir no turismo, com revitalizações paisagísticas e construções de ciclovias na cidade. Deste modo, Santos foi considerada a cidade mais visitada por turistas estrangeiros no litoral paulista.[27][28][29]","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
62,"santos - par. 25","A partir do início do século XXI, ocorreram projetos de revitalização da área central da cidade, reconhecida como Centro Histórico. Foram oferecidos incentivos fiscais às empresas em troca de restaurações de prédios depredados, o que melhorou consideravelmente seu aspecto e trouxe empresas para a região. Programações culturais e artísticas atraíram restaurantes e clubes, como a reativação do Teatro Coliseu Santista e a implantação do Bonde Turístico.[27][28][29]","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
63,"santos - par. 26","Nos últimos anos, a cidade contou com grandes empreendimentos principalmente voltados a intervenções logísticas no porto e imobiliárias por prédios voltados à indústria de logística, do petróleo e gás, além de obras para implantação de trecho ferroviário do VLT da Baixada Santista.[35]","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
64,"santos - par. 27","No dia 13 de agosto de 2014, um avião caiu sobre uma área residencial do bairro do Boqueirão, matando sete pessoas, incluindo Eduardo Campos, então candidato a Presidência do Brasil.[36]","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
65,"santos - par. 28","Divide-se principalmente em duas áreas geográficas distintas: a área continental e a área insular. As duas áreas diferem tanto em termos demográficos, quanto em termos econômicos e geográficos.[37]","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
66,"santos - par. 29","A área continental estende-se por 231,6 quilômetros quadrados, representando a maior parte do território do município. Quase 70% dessa área é classificada como Área de Proteção Ambiental por estar situada dentro dos limites do Parque Estadual da Serra do Mar e por abrigar uma grande área de Mata Atlântica nativa sobre as escarpas da Serra do Mar.[37]","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
67,"santos - par. 30","A área insular estende-se sobre a Ilha de São Vicente, cujo território é dividido com o município vizinho de São Vicente. Com uma área de 39 quilômetros quadrados, densamente urbanizada, abriga quase a totalidade dos habitantes da cidade.[37][38]","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
68,"santos - par. 31","A orla santista é composto por 6 praias em oito quilômetros de extensão. A orla é urbanizada com 218 800 metros quadrados de jardim urbano à beira-mar.[39] Na Zona Intermediária são identificados os seguintes bairros (entre a orla e o centro) da cidade: Campo Grande, Encruzilhada, Estuário, Jabaquara, Macuco, Marapé, Vila Belmiro, Vila Hayden e Vila Mathias. Foi instituído, ainda, o bairro Chinês a partir da Lei de Uso do Solo de 2011 na área.[40][41]","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
69,"santos - par. 32","A Zona Noroeste surgiu após a necessidade de expansão territorial na cidade que, apesar da distância da orla, se desenvolveu e expandiu-se a partir do antigo caminho do mar ao redor dos trilhos de um bonde que seguiu em direção a São Vicente.[42] Integra, de uma forma geral, os mais recentes bairros na cidade: Alemoa, Areia Branca, Bom Retiro, Caneleira, Castelo, Chico de Paula, Piratininga, Rádio Clube, Saboó, Santa Maria, São Jorge, São Manoel, Vila Haddad e Vila Progresso, além de contar com o bairro Ilhéu Alto oficializada a partir de 2011 em um local de morro distante do aglomerado dos outros morros da cidade.[40] A Zona Central é o ponto inicial da cidade, onde foi fundada a Vila de Santos, atualmente compreende os bairros Valongo, Centro, Paquetá, Vila Nova e Monte Serrat.[41]","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
70,"santos - par. 33","Santos possui clima tropical litorâneo úmido. Os verões são quentes e úmidos (com pluviosidade média acima dos 250 mm no mês de janeiro), enquanto os invernos têm como característica temperaturas mais amenas e menor incidência de chuvas (pluviosidade média em torno dos 55 mm em agosto). Primavera e outono se caracterizam como estações de transição.[46]","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
71,"santos - par. 34","Segundo dados do Instituto Nacional de Meteorologia (INMET), de 1931 a 1996, e do Centro Integrado de Informações Agrometeorológicas (CIIAGRO), de 1996 a 2017, a menor temperatura registrada em Santos foi de 4,2 °C em 13 de junho de 2016 e a maior atingiu 40,7 °C em 9 de setembro de 1997.[43][44][45]","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
72,"santos - par. 35","Fora da série do INMET, foi registrada uma temperatura de 41,7 °C em 27 de janeiro de 2022.[47] O maior acumulado de precipitação em 24 horas, medido pela série do INMET, foi de 368,8 milímetros (mm) em 18 de fevereiro de 1934. Acumulados iguais ou superiores a 200 mm também foram registrados em 17 de dezembro de 1934 (239,5 mm), 11 de janeiro de 1966 (203,8 mm) e 12 de março de 1998 (201,8 mm).[43][44][45]","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
73,"santos - par. 36","Segundo os dados do Censo de 2010, Santos possuía naquele ano, 419 400 moradores: 419 086 deles moravam na zona urbana (99,93%) e 314 na zona rural (0,07%).[53] De acordo os mesmos dados, 191 912 eram homens e 227 488 mulheres. Naquele ano havia 38 159 pessoas morando em aglomerados subnormais, o que correspondia a 9,13% de sua população.[54]
Dos moradores com 10 anos ou mais, 97,8% eram alfabetizados[55] e 11% tinham rendimento nominal mensal abaixo de um salário mínimo.[56]","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
74,"santos - par. 37","Em 2022, a população do município foi contada pelo Instituto Brasileiro de Geografia e Estatística em 418,608 habitantes, sendo o décimo mais populoso do estado, apresentando uma densidade populacional de 1 489,53 habitantes por quilômetro quadrado.[5] Em 2010, o Índice de Desenvolvimento Humano era de 0,840, o terceiro maior do estado.[6][57]","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
75,"santos - par. 38","Naquele ano, segundo dados do Censo do Instituto Brasileiro de Geografia e Estatística, a população santista era composta por 71,67% de brancos; 22,33% de pardos; 4,71% de pretos; 1,10% de amarelos; 0,14% ameríndios; além de 0,05% sem declaração. A cidade recebeu imigrantes principalmente durante o século XX.[58]","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
76,"santos - par. 39","O intenso processo de conurbação atualmente em curso na região vem criando uma metrópole cujo centro está em Santos e atinge vários municípios, como São Vicente, Praia Grande e Guarujá. A Região Metropolitana da Baixada Santista foi criada mediante Lei Complementar Estadual 815, em 30 de julho de 1996, tornando-se a primeira região metropolitana brasileira sem status de capital estadual.[59]","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
77,"santos - par. 40","Estende-se sobre municípios pertencentes tanto à Mesorregião de Santos (sobreposta à Microrregião de Santos) quanto à Mesorregião do Litoral Sul Paulista (mais precisamente, à Microrregião de Itanhaém). Todos os municípios da Região Metropolitana integram o litoral de São Paulo.[59]","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
78,"santos - par. 41","A região abrange 2 419,930[60] quilômetros quadrados (corresponde a menos de 1% da superfície do estado de São Paulo). É a 15ª região metropolitana mais populosa do Brasil, com uma população de cerca de 1,6 milhão de moradores fixos, e faz parte do Complexo Metropolitano Expandido, uma megalópole que compreendia em 2008, 12% da população brasileira, ou cerca de 30 milhões de habitantes. Nos períodos de férias, acolhe igual número de pessoas, que se instalam na quase totalidade em seus municípios.[19]","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
79,"santos - par. 42","Tal qual a variedade cultural verificável em Santos, são diversas as manifestações religiosas presentes na cidade. Embora tenha se desenvolvido sobre uma matriz social eminentemente católica, tanto devido à colonização quanto à imigração - e ainda hoje a maioria dos santistas declara-se católica -, é possível encontrar atualmente na cidade dezenas de denominações protestantes diferentes, assim como a prática do budismo, do islamismo, espiritismo, entre outras.[61]","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
80,"santos - par. 43","De acordo com dados do censo de 2010 realizado pelo IBGE, a população santista era composta naquele ano por: 276 590 católicos (65,05%); 56 370 protestantes (13,44%), 34 380 pessoas sem religião (8,20%), 31 876 espíritas (2,31%), 1 657 umbandistas (0,40%), 1 471 budistas (0,35%) e 471 judeus (0,11%).[61] Segundo o censo brasileiro de 2022, a composição religiosa da cidade era de 58,98% católicos, 14,39% evangélicos ou protestantes, 7,67% espíritas, 2,13% umbandistas ou candomblecistas, 0,03% religião tradicional, 6,23% outra religião, 10,45% irreligiosos, 0,06% desconhecidos e 0,05% não declarados.[62]","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
81,"santos - par. 44","Santos está localizada no país mais católico do mundo em números absolutos. A Igreja Católica teve seu estatuto jurídico reconhecido pelo governo federal em outubro de 2009,[63] ainda que o Brasil seja atualmente um estado oficialmente laico.[64] A Diocese de Santos, presente na cidade, engloba as paróquias das cidades de Bertioga, Cubatão, Guarujá, Itanhaém, Mongaguá, Peruíbe, Praia Grande e São Vicente. O município está dividido em 23 paróquias.[65]","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
82,"santos - par. 45","A administração municipal se dá pelo poder executivo e pelo poder legislativo.[66]","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
83,"santos - par. 46","O primeiro prefeito de Santos foi o Coronel Carlos Augusto Vasconcelos Tavares. Ao longo de vários mandatos, diferentes pessoas já passaram pela prefeitura.[67] O eleito nas eleições municipais de Santos em 2020 foi Rogério Santos, do Partido da Social Democracia Brasileira (PSDB), que tomou posse no ano seguinte.[68]","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
84,"santos - par. 47","O poder legislativo da cidade de Santos é constituído pela câmara municipal, composta por 21 vereadores eleitos para mandatos de quatro anos (em observância ao disposto no artigo 29 da Constituição[69]) e está composta da seguinte forma: três do PSDB; três do Progressistas (PP); três do Partido Liberal (PL); dois do Democratas (DEM); dois do Partido Socialista Brasileiro (PSB); dois do Partido dos Trabalhadores (PT); dois do Podemos (PODE); dois do Republicanos; 1 do Partido Socialismo e Liberdade (PSOL) e 1 do Partido Social Liberal (PSL).[70]","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
85,"santos - par. 48","O Produto Interno Bruto (PIB) é o maior da Região Metropolitana da Baixada Santista, o 13º do estado de São Paulo e o 33º de todo o país, em 2016. De acordo com dados do Instituto Brasileiro de Geografia e Estatística relativos a 2016, o PIB do município era de 21.954.556,74 bilhões de reais e o PIB per capita era de 50 544,73 reais.[7]","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
86,"santos - par. 49","O montante de riquezas gerado na cidade supera o de outros estados brasileiros, como Alagoas, Sergipe e Tocantins. O setor de turismo e serviços em geral têm importante peso na economia local, mas o Porto de Santos é o maior gerador de receita e renda para a cidade, sendo que o município é a segunda cidade que mais arrecada impostos no estado de São Paulo.[75]","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
87,"santos - par. 50","Santos possui o maior porto da América Latina, o Porto de Santos. Suas obras começaram em 1888 e o primeiro trecho de cais foi inaugurado em 1892.[76] O porto de Santos é responsável por escoar boa parte das exportações brasileiras e cerca de 70% das exportações de café.[77]","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
88,"santos - par. 51","O Complexo Portuário de Santos responde por mais de um quarto da movimentação da balança comercial brasileira é o principal porto do país, e inclui na pauta de suas principais cargas produtos como o açúcar, soja, café, milho, trigo, sal, polpa cítrica, suco de laranja, papel, automóveis, álcool e outros granéis líquidos, em cargas transportadas em contêineres via porto, trilhos e estradas.[78]","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
89,"santos - par. 52","A área de influência econômica do porto concentra mais de 50% do produto interno bruto (PIB) do país e abrange principalmente os estados de São Paulo, Minas Gerais, Goiás, Mato Grosso e Mato Grosso do Sul. Aproximadamente 90% da base industrial paulista está localizada a menos de 200 quilômetros do porto santista.[78] Em 2007, o Porto de Santos foi considerado o 39ª maior do mundo por movimentação de contêineres pela publicação britânica Container Management,[79] sendo o mais movimentado da América Latina.[80]","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
90,"santos - par. 53","O orçamento municipal gira em torno de 1,9 bilhão em 2013, segundo estimativa. A renda per capita também figura no início do ranking de cidades brasileiras. Pelo censo de 2010, do IBGE, aparece em 9ª posição, com remuneração média de 1.682,24 reais, maior do que a renda por habitante de capitais como São Paulo (1.495,04 reais) e Rio de Janeiro (1.518,55 reais). O nível de emprego tem se mantido em constante alta na década de 2000, seguindo tendência nacional.[75]","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
91,"santos - par. 54","Entre os principais pontos turísticos de Santos além de suas praias, podemos citar os Jardins da orla de Santos que é o maior jardim frontal de praia em extensão do mundo.[81] Em 2023, Santos arrecadou 13,7 milhões de reais em Imposto sobre Serviços de Qualquer Natureza (ISS) no setor de turismo, um aumento de 171% em relação ao ano anterior e o maior valor desde o início das medições em 2018. O ISS do turismo engloba atividades como hospedagem, agenciamento, guias, parques de diversão, feiras, congressos, eventos esportivos, museologia e serviços portuários. Santos ocupa a 13ª posição no ranking nacional de arrecadação de ISS, superando várias capitais brasileiras.[82]","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
92,"santos - par. 55","O Aquário de Santos (antigo Aquário Municipal de Santos), inaugurado em 1945 pelo então Presidente da República Getúlio Vargas e ampliado em 2006, é o segundo parque público mais visitado do estado e atrai turistas do mundo inteiro.[83]","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
93,"santos - par. 56","Outros lugares de interesse são o Museu do Café Brasileiro, o Orquidário Municipal, o Jardim Botânico Chico Mendes, o Teatro Coliseu Santista, o Panteão dos Andradas, o Monte Serrat, e a Estação do Valongo. A Laje de Santos  é um lugar muito procurado por mergulhadores. Entre as igrejas de interesse temos a Catedral de Santos, a Igreja Santo Antônio do Embaré, e a Igreja do Valongo.[84]","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
94,"santos - par. 57","Santos é um dos 15 municípios paulistas considerados estâncias balneárias pelo estado de São Paulo, por cumprirem determinados pré-requisitos definidos por Lei Estadual. Tal status garante a esses municípios uma verba maior por parte do estado para a promoção do turismo regional. Também, o município adquire o direito de agregar junto a seu nome o título de Estância Balneária, termo pelo qual passa a ser designado tanto pelo expediente municipal oficial quanto pelas referências estaduais.[85][86]","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
95,"santos - par. 58","Basicamente, a rede urbana de Santos é composta de uma malha urbana em formato de tabuleiro de xadrez, fruto do projeto desenvolvido pelo engenheiro Saturnino de Brito. A maioria das grandes vias de circulação estendem-se no sentido norte-sul: são as avenidas arborizadas que margeiam os canais e as avenidas Ana Costa e Conselheiro Nébias (antiga ligação do Centro da Cidade às praias). Elas conectam as praias, ao sul, com o Centro da Cidade, ao norte. O Centro faz face ao braço de mar conhecido por Largo do Caneú. A avenida Ana Costa pode ser considerada a avenida símbolo da cidade, onde se situam edifícios comerciais, cinemas, bancos e escolas. Suas palmeiras imperiais remontam à década de 1920, e no coração do bairro do Gonzaga (cruzado por essa avenida) ela atravessa a Praça Independência, local tradicional de comemorações da cidade, onde está o Monumento à Independência (com o patriarca José Bonifácio de Andrada e Silva no alto) inaugurado em 1922.[87][88][89]","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
96,"santos - par. 59","No sentido leste-oeste, as ligações viárias são mais escassas. Elas conectam regiões próximas do Maciço de São Vicente (a oeste) ao Estuário de Santos, face ao qual se estende o Porto (a leste). Três grandes eixos de circulação se destacam nesse sentido: o eixo central, as avenidas Afonso Pena e Francisco Glicério (do bairro Ponta da Praia aos morros via região central à zona leste); o eixo leste que margeia a orla da praia (recebendo vários nomes: Presidente Wilson, Vicente de Carvalho, Bartolomeu de Gusmão e Almirante Saldanha da Gama) e também a avenida paralela à da orla (que também recebe vários nomes: Floriano Peixoto, Galeão Carvalhal, Embaixador Pedro de Toledo e Epitácio Pessoa); e o eixo central-noroeste (formado por vias entre São Francisco e João Pessoa a Francisco Dorneles Vargas, Martins Fontes e acessos tais como Nossa Senhora de Fátima, rodovias, porto-alemoa e morros). Quanto à paisagem urbana, ao sul da linha férrea, a cidade de Santos é extremamente densa, principalmente nas quadras fronteiras ao mar. Ao centro da ilha (Campo Grande, Encruzilhada, Macuco), a densidade cai (apesar de manter-se considerável) e próximo ao Centro, mais ao norte da ilha, os bairros da Vila Nova, Vila Mathias e Paquetá - áreas nobres no início do século XX - foram convertidas ao longo do século em áreas industriais e, em sua maioria, deterioradas (com proliferação de cortiços e desvalorização urbana). Na Vila Nova localiza-se o Mercado Municipal de Santos.[87][88][89]","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
97,"santos - par. 60","Os canais de Santos hoje possuem mais de cem anos de idade, são uma marca característica da cidade. Foram construídos por Saturnino de Brito para drenar os terrenos alagadiços da planície santista e conduzir as águas pluviais, que eram focos constantes de doenças nos verões quentes da cidade, ao mar. O sistema combinou planejamento urbano (arruamento das zonas atravessadas pelos canais) e separação estrita entre redes de águas pluviais e rede de esgotos. Os canais são numerados sequencialmente e servem como pontos de referência, muito mais do que os bairros ou vias. Entretanto, com a elevação gradativa do nível do mar, foi criado o Projeto Metrópole, financiado pela FAPESP, para pesquisar soluções que previnam as consequências de futuras tempestades e ressacas, pois se observou a ocorrência de erosões na região da orla e enchentes principalmente na região da zona noroeste da cidade. Nesse sentido, com estudos por meio de sistema de georreferenciamento, executa projetos e início de obras de macrodrenagem.[90][91]","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
98,"santos - par. 61","Pelo seu caráter litorâneo e pelo fato de ter sido construída em parte sobre antigos terrenos de manguezais, a cidade de Santos tem um perfil de solos dos mais difíceis no país para a construção de fundações. Por este motivo, uma série de edifícios foram erigidos ao longo do século XX (especialmente a partir da década de 1960) com fundações executadas a partir de equívocos de sondagem ou de projeto. A especulação imobiliária surgida com a explosão do veraneio em Santos foi a responsável por tais erros, já que os edifícios eram construídos rapidamente para abrigar muitos veranistas. Com o tempo, tais edifícios passaram a sofrer acentuados recalques diferenciais: tornam-se ""tortos"" (ou seja, perdem o prumo) aos olhos dos pedestres situados na praia. Recentemente os ""prédios tortos"" da orla de Santos estão virando atração turística: são cerca de 90 prédios com esta característica. Estão concentrados na orla do Boqueirão, Embaré e Aparecida. O reaprumo ou a implosão e reconstrução são soluções possíveis. A primeira opção, menos impactante que a segunda, já foi executada com sucesso no edifício que era considerado o mais inclinado da orla (o denominado 'Núncio Malzoni', no bairro do Boqueirão), o qual tinha mais de 2 metros de inclinação do topo em relação à base.[92]","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
99,"santos - par. 62","Santos faz parte da rede mundial de municípios que priorizam a educação, desde 30 de outubro de 2008, quando a cidade foi incluída oficialmente na Associação Internacional das Cidades Educadoras (AICE).[93] Entre as instituições de ensino superior encontra-se a Universidade de São Paulo campus USP Mar,[94] a Universidade Federal de São Paulo (UNIFESP), a Universidade Santa Cecília (UNISANTA), a Faculdade de Ciências Médicas de Santos, a Universidade Metropolitana de Santos (UNIMES), a Universidade Católica de Santos (UNISANTOS), a Universidade Paulista (UNIP), a Escola Superior de Administração, Marketing e Comunicação (ESAMC), o Centro Universitário São Judas Tadeu (UNIMONTE) e a Faculdade de Tecnologia do Estado de São Paulo Rubens Lara (FATECRL). Santos também dispõe da mais antiga entidade geral estudantil do Brasil, o Centro dos Estudantes de Santos, fundado em 1932.[95][96]","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
100,"santos - par. 63","Em 27 de dezembro de 2003 foi inaugurada a ciclovia na orla da praia de Santos e atualmente cobre toda a área com mais de 7,8 km de extensão e 2,5 metros de largura desde a divisa com São Vicente à Ponta da Praia, possibilitando ainda ligação com a ciclovia da avenida Portuária e o Ferry Boat, ponto de atracação das balsas que fazem a Travessia Santos-Guarujá. A cidade é favorecida pela predominância de ruas planas sem ladeiras e, tendo em vista a alta densidade de veículos automotores competir com a fluidez de tráfego e regiões verticalizadas, implantou ciclovias nas avenidas Francisco Glicério, Afonso Pena, Rangel Pestana, Ana Costa, Martins Fontes e Nossa Senhora de Fátima; na extensão dos canais 1 a 6; a que liga o centro aos bairros passando pelo Túnel Rubens Ferreira Martins; e na Ponta da Praia. Foram implantados, ainda, vários bicicletários pela cidade que funcionam como estação para um serviço municipal de aluguel de bicicletas operados pela empresa Samba.[97]","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
101,"santos - par. 64","A cidade de Santos possui seis sistemas de travessia do estuário para o Guarujá. No bairro da Ponta da Praia existe a travessia para pedestres através de lanchas e barcas e de automóveis por meio de balsas da Travessia Santos-Guarujá, todos para o bairro de Jardim São José (Praça das Nações Unidas) no município vizinho. O primeiro sistema é administrado por uma cooperativa e os dois últimos pela DERSA (Desenvolvimento Rodoviário S.A.). A travessia que possui o maior fluxo de veículos do mundo nessa categoria, com a quantia de aproximadamente 23 mil veículos ao dia.[98]","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
102,"santos - par. 65","O município de Santos é servido basicamente por três rodovias. O principal acesso é a Via Anchieta (SP-150 ou BR-050), proveniente de São Paulo, a única a atingir a área insular, e que recebe o tráfego proveniente das rodovias dos Imigrantes, Padre Manuel da Nóbrega, Rio-Santos e Cônego Domênico Rangoni (Piaçaguera-Guarujá). Na área continental, a cidade também é cortada pela Rodovia Rio-Santos (SP-55 ou BR-101), proveniente do Rio de Janeiro, e principal acesso a bairros afastados como o do Caruara. Na região do Monte Cabrão, esta rodovia desemboca na Cônego Domênico Rangoni (continuação da SP-55 ou BR-101), cortando a região do Quilombo e terminando na Via Anchieta já em Cubatão, por onde se tem acesso à área insular.[99]","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
103,"santos - par. 66","O transporte por meio de ônibus é muito utilizado em Santos, sendo quase que totalmente operado por veículos a diesel. Atualmente, Santos é umas das poucas cidades brasileiras junto com São Paulo e a região do ABC que possuem um sistema de trólebus.[100][101]","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
104,"santos - par. 67","Projetos diversos foram apresentados como alternativas para o deslocamento de milhares de pessoas, que vão desde ponte até um túnel que faria a ligação do município até Guarujá de forma submersa como ligação seca[102] e outro túnel entre a Zona Leste e a Zona Noroeste,[103] todos contando com ciclovia em seus projetos, além de teleférico que auxiliaria com rápido deslocamento de centenas de usuários pelos morros da cidade.[104] Em 2020 houve a inauguração de viadutos, sendo o principal elevado no bairro Saboó batizado com o nome do ex-prefeito Paulo Gomes Barbosa, com destaque luminoso em faixa de cores interativas.[105] Também foi inaugurada ligação entre os bairros São Manoel e Bom Retiro com uma nova avenida se chamará Beira Rio, às margens do Rio São Jorge como outro importante acesso à cidade via Zona Noroeste.[106]","2026/08/27","https://pt.wikipedia.org/wiki/Santos"
